ts,open,high,low,close,volume
2023-06-25 20:00:00,30435.9,30579.4,30275.6,30476.3,12231.15
2023-06-26 00:00:00,30476.9,30563.1,29956.9,30295.0,34080.01
2023-06-26 04:00:00,30295.0,30588.8,30162.0,30402.2,28550.21
2023-06-26 08:00:00,30402.3,30440.0,30133.0,30329.2,17511.85
2023-06-26 12:00:00,30329.2,30668.9,30255.4,30414.0,32624.02
2023-06-26 16:00:00,30414.0,30434.2,29902.2,30249.4,39396.21
2023-06-26 20:00:00,30249.4,30296.5,30103.5,30273.9,9587.49
2023-06-27 00:00:00,30274.0,30505.9,30230.1,30372.8,13848.3
2023-06-27 04:00:00,30372.8,30477.3,30241.3,30415.0,12795.34
2023-06-27 08:00:00,30415.1,30798.0,30331.0,30725.5,30519.06
2023-06-27 12:00:00,30725.5,31000.0,30364.1,30495.6,56553.95
2023-06-27 16:00:00,30495.5,30766.8,30455.1,30655.0,20552.74
2023-06-27 20:00:00,30655.0,30739.8,30551.1,30690.1,11036.27
2023-06-28 00:00:00,30690.0,30706.7,30333.0,30457.9,22515.34
2023-06-28 04:00:00,30458.0,30495.6,30150.0,30196.8,24927.76
2023-06-28 08:00:00,30196.7,30386.0,30149.1,30301.0,13121.72
2023-06-28 12:00:00,30300.9,30500.0,30003.6,30410.0,45492.75
2023-06-28 16:00:00,30410.1,30470.0,29833.2,30096.3,35825.78
2023-06-28 20:00:00,30095.5,30218.2,29950.1,30081.7,12054.25
2023-06-29 00:00:00,30081.7,30251.8,30050.0,30178.8,10999.17
2023-06-29 04:00:00,30178.8,30440.1,30140.3,30350.9,16007.45
2023-06-29 08:00:00,30350.9,30751.0,30343.8,30671.0,29637.19
2023-06-29 12:00:00,30671.1,30847.5,30400.0,30479.1,36034.95
2023-06-29 16:00:00,30479.6,30671.8,30417.8,30583.5,16595.72
2023-06-29 20:00:00,30583.6,30647.1,30200.0,30458.3,14977.66
2023-06-30 00:00:00,30458.3,30888.0,30350.4,30749.4,30222.16
2023-06-30 04:00:00,30749.3,31309.9,30618.5,30768.0,54988.54
2023-06-30 08:00:00,30768.0,30950.0,30723.4,30904.3,16969.04
2023-06-30 12:00:00,30904.4,31133.0,29431.5,30066.5,135449.81
2023-06-30 16:00:00,30066.4,30737.6,29930.0,30371.1,51617.59
2023-06-30 20:00:00,30369.6,30548.7,30348.9,30475.1,9834.58
2023-07-01 00:00:00,30475.1,30537.6,30375.9,30403.3,9083.57
2023-07-01 04:00:00,30403.3,30474.3,30320.5,30465.9,8248.38
2023-07-01 08:00:00,30465.9,30609.2,30425.0,30524.5,7698.48
2023-07-01 12:00:00,30524.6,30672.7,30506.2,30579.2,12335.34
2023-07-01 16:00:00,30579.3,30637.5,30541.4,30610.1,4432.18
2023-07-01 20:00:00,30610.2,30612.7,30550.0,30593.9,2881.12
2023-07-02 00:00:00,30594.0,30662.2,30460.3,30518.0,10257.93
2023-07-02 04:00:00,30518.0,30561.0,30480.4,30517.3,4902.49
2023-07-02 08:00:00,30517.3,30565.9,30488.0,30546.8,4598.16
2023-07-02 12:00:00,30546.7,30640.0,30152.3,30498.1,24301.85
2023-07-02 16:00:00,30498.0,30708.9,30366.1,30560.3,14878.9
2023-07-02 20:00:00,30560.2,30816.9,30412.9,30620.9,21032.86
