ts,open,high,low,close,volume
2023-06-25 17:00:00,1891.84,1893.7,1885.0,1892.97,42631.5
2023-06-25 18:00:00,1892.97,1895.05,1881.2,1895.0,69388.0
2023-06-25 19:00:00,1895.01,1896.0,1884.3,1894.99,33169.6
2023-06-25 20:00:00,1894.99,1903.0,1888.21,1894.35,59154.6
2023-06-25 21:00:00,1894.36,1898.31,1893.79,1895.42,19430.2
2023-06-25 22:00:00,1895.41,1907.5,1892.68,1900.25,41984.5
2023-06-25 23:00:00,1900.25,1902.46,1897.22,1898.96,24448.8
2023-06-26 00:00:00,1898.96,1904.85,1887.8,1888.33,81941.6
2023-06-26 01:00:00,1888.32,1888.6,1865.0,1876.2,254504.0
2023-06-26 02:00:00,1876.19,1879.33,1871.1,1878.41,56350.3
2023-06-26 03:00:00,1878.4,1881.53,1874.47,1880.64,33985.2
2023-06-26 04:00:00,1880.64,1880.65,1875.18,1877.95,31769.3
2023-06-26 05:00:00,1877.95,1880.3,1870.22,1877.76,47482.0
2023-06-26 06:00:00,1877.76,1898.58,1875.5,1896.0,105613.4
2023-06-26 07:00:00,1896.01,1905.0,1885.09,1892.53,186815.6
2023-06-26 08:00:00,1892.53,1893.96,1886.7,1891.92,45150.4
2023-06-26 09:00:00,1891.92,1893.64,1882.14,1884.08,60010.9
2023-06-26 10:00:00,1884.08,1884.08,1872.01,1877.86,121265.9
2023-06-26 11:00:00,1877.87,1882.39,1875.36,1881.02,41549.1
2023-06-26 12:00:00,1881.01,1885.49,1874.39,1885.12,65683.9
2023-06-26 13:00:00,1885.13,1907.0,1882.77,1905.01,143369.8
2023-06-26 14:00:00,1905.02,1909.79,1870.55,1883.47,291747.5
2023-06-26 15:00:00,1883.48,1894.3,1880.3,1889.01,97884.5
2023-06-26 16:00:00,1889.0,1891.0,1845.0,1853.0,395630.2
2023-06-26 17:00:00,1853.0,1855.18,1835.23,1846.62,251193.9
2023-06-26 18:00:00,1846.63,1854.11,1842.79,1850.61,74573.1
2023-06-26 19:00:00,1850.62,1857.76,1841.85,1853.96,76348.0
2023-06-26 20:00:00,1854.03,1858.5,1850.31,1851.49,41567.4
2023-06-26 21:00:00,1851.48,1856.96,1847.11,1851.1,37435.7
2023-06-26 22:00:00,1851.1,1860.52,1847.4,1858.99,42350.2
2023-06-26 23:00:00,1858.99,1860.0,1854.12,1858.61,45872.9
2023-06-27 00:00:00,1858.61,1864.93,1855.11,1862.19,60105.1
2023-06-27 01:00:00,1862.18,1868.0,1856.0,1863.99,59532.7
2023-06-27 02:00:00,1863.99,1876.92,1861.69,1875.68,68099.9
2023-06-27 03:00:00,1875.69,1879.69,1870.2,1871.92,81732.2
2023-06-27 04:00:00,1871.92,1874.6,1870.15,1870.26,31804.3
2023-06-27 05:00:00,1870.26,1871.2,1863.22,1867.72,66936.7
2023-06-27 06:00:00,1867.72,1869.94,1862.25,1869.64,37693.9
2023-06-27 07:00:00,1869.65,1879.48,1867.87,1875.59,85524.1
2023-06-27 08:00:00,1875.59,1881.0,1873.69,1876.12,77595.2
2023-06-27 09:00:00,1876.13,1878.5,1871.15,1875.5,40090.1
2023-06-27 10:00:00,1875.5,1890.97,1875.49,1883.0,176542.3
2023-06-27 11:00:00,1883.0,1884.8,1875.0,1881.58,83863.3
2023-06-27 12:00:00,1881.58,1886.71,1878.72,1883.97,63349.1
2023-06-27 13:00:00,1883.98,1884.66,1875.07,1880.31,86635.9
2023-06-27 14:00:00,1880.31,1896.58,1872.67,1884.03,267443.1
2023-06-27 15:00:00,1884.0,1884.33,1863.0,1871.41,176402.1
2023-06-27 16:00:00,1871.42,1911.01,1869.43,1908.85,293076.7
2023-06-27 17:00:00,1908.86,1912.79,1893.0,1901.93,177611.0
2023-06-27 18:00:00,1901.94,1902.64,1895.45,1897.23,42818.3
2023-06-27 19:00:00,1897.23,1901.35,1893.68,1894.41,29646.0
2023-06-27 20:00:00,1894.3,1897.58,1886.21,1893.08,48286.2
2023-06-27 21:00:00,1893.08,1897.66,1888.99,1896.01,30629.3
2023-06-27 22:00:00,1896.02,1897.24,1885.84,1885.99,33249.4
2023-06-27 23:00:00,1885.99,1892.53,1885.0,1890.06,29492.2
2023-06-28 00:00:00,1890.06,1890.67,1863.7,1875.59,240254.9
2023-06-28 01:00:00,1875.59,1879.72,1867.05,1871.29,82030.1
2023-06-28 02:00:00,1871.28,1873.6,1853.0,1861.3,139135.4
2023-06-28 03:00:00,1861.3,1868.27,1859.12,1867.07,55277.1
2023-06-28 04:00:00,1867.07,1869.4,1863.33,1868.33,33941.7
2023-06-28 05:00:00,1868.33,1870.51,1862.01,1868.0,42107.3
2023-06-28 06:00:00,1868.0,1868.0,1860.07,1860.92,70526.1
2023-06-28 07:00:00,1860.91,1864.7,1847.54,1851.12,229077.1
2023-06-28 08:00:00,1851.12,1857.92,1850.2,1857.19,58160.8
2023-06-28 09:00:00,1857.19,1862.4,1855.23,1860.46,50795.7
2023-06-28 10:00:00,1860.46,1863.83,1858.86,1863.36,28157.1
2023-06-28 11:00:00,1863.35,1865.5,1860.49,1860.65,30471.1
2023-06-28 12:00:00,1860.66,1864.98,1850.0,1852.7,134100.2
2023-06-28 13:00:00,1852.71,1859.57,1844.83,1857.45,174223.5
2023-06-28 14:00:00,1857.45,1869.48,1853.0,1858.11,133093.2
2023-06-28 15:00:00,1858.11,1863.21,1854.62,1859.63,57947.1
2023-06-28 16:00:00,1859.64,1865.55,1854.29,1855.1,86682.1
2023-06-28 17:00:00,1855.1,1856.82,1842.05,1848.68,183652.7
2023-06-28 18:00:00,1848.69,1852.83,1846.32,1847.45,35017.9
2023-06-28 19:00:00,1847.46,1850.9,1815.49,1832.36,332536.4
2023-06-28 20:00:00,1832.35,1835.27,1824.54,1831.25,101259.5
2023-06-28 21:00:00,1831.24,1834.91,1825.3,1830.12,42001.6
2023-06-28 22:00:00,1830.12,1833.97,1826.1,1828.07,33533.2
2023-06-28 23:00:00,1828.07,1837.55,1827.56,1828.69,56861.4
2023-06-29 00:00:00,1828.69,1836.38,1828.25,1833.02,49693.5
2023-06-29 01:00:00,1833.02,1843.74,1832.24,1836.01,74486.8
2023-06-29 02:00:00,1836.0,1837.84,1831.3,1832.8,41095.9
2023-06-29 03:00:00,1832.81,1838.53,1831.44,1838.29,28874.6
2023-06-29 04:00:00,1838.3,1841.27,1836.7,1839.87,29312.5
2023-06-29 05:00:00,1839.87,1844.59,1837.76,1838.0,41683.0
2023-06-29 06:00:00,1838.05,1840.25,1836.94,1838.18,19615.0
2023-06-29 07:00:00,1838.18,1851.52,1837.46,1846.88,111455.9
2023-06-29 08:00:00,1846.88,1850.96,1846.44,1848.9,50896.8
2023-06-29 09:00:00,1848.93,1860.36,1848.05,1858.0,114954.2
2023-06-29 10:00:00,1858.0,1870.0,1854.0,1868.33,202997.5
2023-06-29 11:00:00,1868.34,1873.58,1864.32,1869.79,134305.4
2023-06-29 12:00:00,1869.79,1874.53,1865.02,1865.78,86638.6
2023-06-29 13:00:00,1865.81,1882.0,1852.26,1858.0,231513.4
2023-06-29 14:00:00,1857.99,1862.86,1846.64,1849.94,151033.8
2023-06-29 15:00:00,1849.94,1855.23,1847.77,1852.18,65761.3
2023-06-29 16:00:00,1852.17,1857.56,1849.4,1851.06,49887.9
2023-06-29 17:00:00,1851.06,1860.97,1841.13,1850.7,138667.1
2023-06-29 18:00:00,1850.71,1857.74,1847.52,1856.21,30466.8
2023-06-29 19:00:00,1856.22,1858.77,1850.47,1857.56,35530.2
2023-06-29 20:00:00,1857.56,1859.87,1842.33,1849.51,70018.1
2023-06-29 21:00:00,1849.51,1853.34,1846.61,1851.5,19540.9
2023-06-29 22:00:00,1851.5,1855.44,1850.52,1852.03,15965.4
2023-06-29 23:00:00,1852.04,1857.02,1849.22,1852.21,32530.5
2023-06-30 00:00:00,1852.24,1857.41,1847.51,1849.83,54903.4
2023-06-30 01:00:00,1849.74,1849.74,1841.22,1845.2,63487.3
2023-06-30 02:00:00,1845.2,1868.79,1843.99,1861.2,173828.8
2023-06-30 03:00:00,1861.2,1879.49,1860.44,1873.55,153030.4
2023-06-30 04:00:00,1873.56,1908.79,1869.07,1887.91,369574.9
2023-06-30 05:00:00,1887.9,1896.81,1877.1,1882.19,236806.8
2023-06-30 06:00:00,1882.2,1884.07,1873.54,1875.22,107062.1
2023-06-30 07:00:00,1875.21,1890.83,1874.2,1887.42,102381.2
2023-06-30 08:00:00,1887.43,1892.95,1884.68,1889.25,77070.7
2023-06-30 09:00:00,1889.25,1891.17,1883.0,1885.65,69836.0
2023-06-30 10:00:00,1885.65,1895.39,1885.0,1892.0,78683.9
2023-06-30 11:00:00,1892.0,1893.46,1886.01,1891.16,47642.3
2023-06-30 12:00:00,1891.16,1914.96,1888.0,1907.16,235853.3
2023-06-30 13:00:00,1907.16,1909.24,1822.48,1855.03,944215.7
2023-06-30 14:00:00,1855.04,1861.67,1842.58,1845.61,304857.0
2023-06-30 15:00:00,1845.61,1854.5,1844.1,1852.48,87175.2
2023-06-30 16:00:00,1852.47,1906.11,1849.12,1898.64,420818.8
2023-06-30 17:00:00,1898.64,1948.0,1898.63,1932.19,614481.1
2023-06-30 18:00:00,1932.19,1943.66,1914.05,1924.68,267680.6
2023-06-30 19:00:00,1924.68,1931.96,1917.77,1927.07,88902.9
2023-06-30 20:00:00,1927.0,1932.96,1922.59,1927.8,57485.8
2023-06-30 21:00:00,1927.8,1934.43,1918.43,1932.17,58981.9
2023-06-30 22:00:00,1932.24,1940.94,1931.14,1935.03,46615.7
2023-06-30 23:00:00,1935.03,1944.66,1931.24,1933.91,54205.9
2023-07-01 00:00:00,1933.99,1945.0,1930.11,1934.5,79884.5
2023-07-01 01:00:00,1934.49,1936.53,1924.14,1929.09,81926.9
2023-07-01 02:00:00,1929.08,1930.39,1920.73,1921.02,62415.4
2023-07-01 03:00:00,1921.02,1923.17,1917.58,1920.66,55731.1
2023-07-01 04:00:00,1920.66,1921.51,1909.09,1915.98,108808.7
2023-07-01 05:00:00,1915.98,1919.33,1915.0,1919.19,33873.8
2023-07-01 06:00:00,1919.19,1922.98,1915.0,1921.35,50286.1
2023-07-01 07:00:00,1921.34,1921.44,1912.54,1920.19,51644.5
2023-07-01 08:00:00,1920.25,1920.46,1911.55,1915.78,59567.5
2023-07-01 09:00:00,1915.78,1920.7,1913.72,1916.81,45333.9
2023-07-01 10:00:00,1916.81,1926.66,1915.94,1922.35,91332.6
2023-07-01 11:00:00,1922.36,1926.99,1920.73,1922.3,47637.8
2023-07-01 12:00:00,1922.29,1927.98,1921.61,1927.03,52633.1
2023-07-01 13:00:00,1927.03,1929.95,1922.36,1923.13,48047.2
2023-07-01 14:00:00,1923.13,1926.03,1921.0,1922.82,35913.3
2023-07-01 15:00:00,1922.82,1924.96,1916.71,1922.72,46057.3
2023-07-01 16:00:00,1922.72,1923.72,1916.55,1919.61,46646.2
2023-07-01 17:00:00,1919.61,1921.73,1916.5,1918.46,29301.1
2023-07-01 18:00:00,1918.46,1921.49,1918.31,1921.18,18511.0
2023-07-01 19:00:00,1921.17,1924.5,1921.17,1922.7,17653.1
2023-07-01 20:00:00,1922.69,1924.13,1921.59,1922.88,7540.7
2023-07-01 21:00:00,1922.88,1923.76,1921.43,1922.99,6959.7
2023-07-01 22:00:00,1922.98,1928.01,1920.76,1923.08,27050.0
2023-07-01 23:00:00,1923.08,1925.5,1920.76,1924.42,12098.6
2023-07-02 00:00:00,1924.42,1926.97,1917.0,1921.06,42945.5
2023-07-02 01:00:00,1921.05,1923.94,1918.28,1920.17,27598.1
2023-07-02 02:00:00,1920.18,1923.66,1911.35,1919.37,56486.9
2023-07-02 03:00:00,1919.37,1919.38,1912.0,1914.74,50825.4
2023-07-02 04:00:00,1914.74,1916.81,1910.0,1914.04,42788.7
2023-07-02 05:00:00,1914.04,1916.8,1912.26,1914.16,35480.3
2023-07-02 06:00:00,1914.11,1917.3,1913.0,1914.06,28653.7
2023-07-02 07:00:00,1914.05,1917.06,1913.02,1915.1,24411.2
2023-07-02 08:00:00,1915.1,1918.88,1912.0,1912.29,40532.7
2023-07-02 09:00:00,1912.28,1920.0,1912.0,1918.0,38523.5
2023-07-02 10:00:00,1918.0,1919.88,1915.26,1917.09,36132.6
2023-07-02 11:00:00,1917.09,1922.99,1916.27,1920.29,31658.0
2023-07-02 12:00:00,1920.28,1921.39,1916.4,1917.57,26795.8
2023-07-02 13:00:00,1917.57,1918.3,1913.14,1915.48,29809.0
2023-07-02 14:00:00,1915.48,1928.18,1914.96,1925.56,81975.3
2023-07-02 15:00:00,1925.57,1927.68,1885.0,1918.36,419403.8
2023-07-02 16:00:00,1918.36,1924.53,1915.65,1917.73,101832.2
2023-07-02 17:00:00,1917.72,1918.18,1905.0,1907.44,103703.6
2023-07-02 18:00:00,1907.43,1912.41,1902.06,1912.31,67803.8
2023-07-02 19:00:00,1912.37,1914.97,1910.95,1914.43,14772.7
2023-07-02 20:00:00,1914.43,1921.11,1911.45,1918.6,27932.5
2023-07-02 21:00:00,1918.6,1925.88,1918.01,1921.49,41742.6
2023-07-02 22:00:00,1921.5,1964.87,1912.04,1942.51,423818.2
2023-07-02 23:00:00,1942.58,1945.0,1931.08,1937.99,87891.2
2023-07-03 00:00:00,1937.99,1942.25,1933.57,1935.09,56091.2
2023-07-03 01:00:00,1935.08,1950.53,1934.8,1944.79,84866.7
2023-07-03 02:00:00,1944.8,1953.98,1944.79,1949.21,67323.7
2023-07-03 03:00:00,1949.2,1951.04,1947.42,1948.54,28530.5
2023-07-03 04:00:00,1948.53,1952.93,1941.12,1948.45,84829.5
2023-07-03 05:00:00,1948.45,1949.68,1944.67,1945.6,27630.9
2023-07-03 06:00:00,1945.6,1948.47,1942.0,1947.67,40657.0
2023-07-03 07:00:00,1947.67,1974.98,1947.42,1967.39,268860.8
2023-07-03 08:00:00,1967.39,1978.0,1959.02,1960.4,168237.1
2023-07-03 09:00:00,1960.4,1963.97,1955.05,1955.97,50561.7
2023-07-03 10:00:00,1955.98,1963.29,1954.77,1962.52,53002.7
2023-07-03 11:00:00,1962.53,1967.51,1961.17,1962.0,42906.6
2023-07-03 12:00:00,1962.0,1967.71,1954.18,1966.64,112165.0
2023-07-03 13:00:00,1966.65,1972.0,1962.0,1964.47,93301.1
2023-07-03 14:00:00,1964.48,1967.4,1958.03,1960.85,70220.1
2023-07-03 15:00:00,1960.84,1977.0,1960.29,1968.39,195572.7
2023-07-03 16:00:00,1968.4,1970.7,1953.12,1963.78,147634.0
2023-07-03 17:00:00,1963.89,1966.82,1959.05,1964.39,43683.4
2023-07-03 18:00:00,1964.22,1972.0,1959.55,1970.62,61350.5
2023-07-03 19:00:00,1970.62,1975.51,1964.1,1967.63,88654.7
2023-07-03 20:00:00,1967.72,1968.48,1955.45,1958.56,57436.1
2023-07-03 21:00:00,1958.56,1959.68,1945.96,1957.67,68068.5
2023-07-03 22:00:00,1957.6,1959.1,1953.0,1955.57,25901.6
2023-07-03 23:00:00,1955.43,1956.12,1950.5,1955.7,30055.5
2023-07-04 00:00:00,1955.69,1958.31,1951.0,1951.94,40104.1
2023-07-04 01:00:00,1951.84,1959.86,1950.68,1954.5,67168.3
2023-07-04 02:00:00,1954.43,1957.22,1953.01,1956.85,26156.9
2023-07-04 03:00:00,1956.85,1967.65,1955.0,1962.87,63459.2
2023-07-04 04:00:00,1962.87,1963.0,1948.54,1953.79,72285.0
2023-07-04 05:00:00,1953.79,1954.85,1951.45,1952.53,28658.4
2023-07-04 06:00:00,1952.53,1957.3,1946.56,1953.88,61949.5
2023-07-04 07:00:00,1953.89,1955.4,1948.04,1948.7,26574.2
2023-07-04 08:00:00,1948.67,1952.54,1948.26,1950.75,24897.8
2023-07-04 09:00:00,1950.74,1954.9,1946.44,1954.8,46873.2
2023-07-04 10:00:00,1954.79,1960.32,1953.91,1957.93,57269.6
2023-07-04 11:00:00,1957.93,1962.0,1955.5,1960.7,46046.5
2023-07-04 12:00:00,1960.71,1961.52,1953.7,1957.19,45755.5
2023-07-04 13:00:00,1957.19,1958.5,1952.6,1955.91,37342.5
2023-07-04 14:00:00,1955.9,1960.27,1954.63,1956.76,38256.4
2023-07-04 15:00:00,1956.76,1959.8,1950.53,1954.7,49469.1
2023-07-04 16:00:00,1954.7,1966.51,1950.55,1955.99,116503.6
2023-07-04 17:00:00,1955.99,1958.37,1948.04,1950.23,84887.0
2023-07-04 18:00:00,1950.21,1953.43,1945.94,1950.07,60425.4
2023-07-04 19:00:00,1950.07,1950.83,1931.39,1934.71,195446.2
2023-07-04 20:00:00,1934.7,1942.84,1932.37,1942.35,48730.1
2023-07-04 21:00:00,1942.35,1942.76,1938.0,1942.3,19209.9
2023-07-04 22:00:00,1942.3,1942.77,1938.76,1942.2,15473.5
2023-07-04 23:00:00,1942.19,1942.2,1935.44,1936.69,33432.7
2023-07-05 00:00:00,1936.69,1942.48,1934.44,1935.11,41984.2
2023-07-05 01:00:00,1935.12,1942.0,1933.91,1938.19,43909.9
2023-07-05 02:00:00,1938.19,1942.0,1937.46,1941.93,22384.3
2023-07-05 03:00:00,1941.93,1942.4,1938.67,1941.32,21013.9
2023-07-05 04:00:00,1941.32,1941.9,1936.21,1937.14,33615.0
2023-07-05 05:00:00,1937.14,1938.95,1933.0,1934.49,49775.7
2023-07-05 06:00:00,1934.49,1937.5,1933.69,1937.34,33920.4
2023-07-05 07:00:00,1937.33,1938.59,1935.0,1936.47,20727.3
2023-07-05 08:00:00,1936.46,1936.99,1915.0,1929.31,236390.7
2023-07-05 09:00:00,1929.32,1931.58,1921.73,1922.24,89963.2
2023-07-05 10:00:00,1922.24,1926.3,1905.0,1910.84,290037.1
2023-07-05 11:00:00,1910.66,1917.59,1907.63,1910.71,81959.2
2023-07-05 12:00:00,1910.7,1914.63,1897.6,1902.09,166578.3
2023-07-05 13:00:00,1902.09,1906.86,1893.67,1903.08,165865.9
2023-07-05 14:00:00,1903.07,1911.82,1902.03,1910.68,77993.1
2023-07-05 15:00:00,1910.68,1911.2,1895.0,1902.79,104847.6
2023-07-05 16:00:00,1902.78,1910.0,1901.22,1908.6,51253.1
2023-07-05 17:00:00,1908.61,1916.41,1907.58,1912.04,71833.0
2023-07-05 18:00:00,1911.93,1917.99,1906.34,1910.1,51777.7
2023-07-05 19:00:00,1910.1,1913.42,1907.14,1907.79,26850.7
2023-07-05 20:00:00,1907.8,1911.43,1903.8,1909.84,18130.6
2023-07-05 21:00:00,1910.12,1913.82,1908.29,1911.33,14335.7
2023-07-05 22:00:00,1911.33,1916.05,1906.64,1908.9,33092.4
2023-07-05 23:00:00,1908.94,1915.67,1906.73,1910.26,44269.7
2023-07-06 00:00:00,1910.25,1913.0,1902.04,1904.87,56627.2
2023-07-06 01:00:00,1904.88,1908.9,1898.18,1908.57,53976.3
2023-07-06 02:00:00,1908.58,1916.0,1908.5,1911.22,71155.4
2023-07-06 03:00:00,1911.23,1914.92,1911.23,1913.39,22120.9
2023-07-06 04:00:00,1913.4,1916.8,1910.06,1911.22,50048.3
2023-07-06 05:00:00,1911.22,1924.98,1909.56,1921.81,109862.1
2023-07-06 06:00:00,1921.82,1927.08,1919.26,1923.52,80146.4
2023-07-06 07:00:00,1923.53,1929.92,1922.8,1924.73,80787.4
2023-07-06 08:00:00,1924.73,1951.37,1924.02,1949.61,261526.8
2023-07-06 09:00:00,1949.62,1957.97,1938.06,1941.51,264720.4
2023-07-06 10:00:00,1941.52,1945.69,1938.0,1943.81,75790.9
2023-07-06 11:00:00,1943.81,1944.76,1910.6,1917.73,242199.1
